Student_ID,Age,Gender,Department,Year_of_Study,CGPA,Attendance_Percentage,Study_Hours_per_Week,Extracurricular_Activities,Part_Time_Job,Satisfaction_Level,Scholarship,Parental_Education_Level,Internet_Access,Family_Income
S8287,28,Non-binary,Biology,Fourth,3.09,50.12,12,Yes,Yes,Satisfied,Yes,Bachelor's,Yes,Medium
S8288,23,Male,Physics,Third,4.26,90.64,20,Yes,Yes,Neutral,No,Master's,Yes,Medium
S8289,24,Non-binary,Computer Science,Fourth,,,24,No,Yes,Neutral,Yes,High School,Yes,Medium
S8290,28,Female,Computer Science,First,3.34,95.58,12,Yes,Yes,Neutral,Yes,Bachelor's,No,Medium
S8291,23,Non-binary,Mathematics,Third,3.64,98.45,14,No,Yes,Very Dissatisfied,Yes,High School,Yes,Medium
S8292,23,Non-binary,Biology,Second,2.72,57.96,36,No,No,Dissatisfied,Yes,PhD,No,Low
S8293,19,Non-binary,Physics,First,3.07,67.69,31,No,No,Very Satisfied,No,High School,No,Low
S8294,23,Male,Biology,First,3.42,92.57,35,Yes,Yes,Very Satisfied,Yes,Bachelor's,Yes,Low
S8295,21,Non-binary,Chemistry,Second,3.76,96.7,7,No,No,Very Satisfied,Yes,Master's,No,High
S8296,26,Male,Biology,Fourth,2.54,50.73,10,Yes,Yes,Satisfied,No,PhD,No,Medium
S8297,29,Female,Biology,First,2.73,69.38,21,Yes,Yes,Very Dissatisfied,Yes,PhD,No,Medium
S8298,18,Female,Chemistry,First,3.1,55.67,14,Yes,Yes,Satisfied,Yes,Bachelor's,No,Medium
S8299,25,Non-binary,Chemistry,Third,3.82,89.42,25,No,No,Dissatisfied,Yes,PhD,No,Low
S8300,22,Male,Physics,Third,3.1,87.36,33,No,No,Very Satisfied,No,Master's,No,Medium
S8301,18,Female,Computer Science,Second,,87.72,33,Yes,Yes,Very Satisfied,Yes,PhD,Yes,Medium
S8302,21,Male,Mathematics,Second,2.98,69.51,24,Yes,Yes,Very Satisfied,No,PhD,No,Medium
S8303,18,Male,Chemistry,Second,3.42,70.31,19,Yes,No,Neutral,Yes,High School,Yes,Medium
S8304,23,Non-binary,Computer Science,Fourth,2.51,63.09,6,No,No,Neutral,Yes,High School,No,Low
S8305,19,Non-binary,Physics,First,2.68,68.04,37,No,No,Very Satisfied,No,Master's,No,Low
S8306,22,Male,Economics,Second,2.93,99.15,16,No,No,Very Satisfied,No,High School,No,Medium
S8307,24,Male,Biology,Third,2.46,52.33,17,Yes,Yes,Neutral,Yes,PhD,No,Low
S8308,19,Non-binary,Physics,First,2.43,66.2,25,Yes,No,Satisfied,Yes,Master's,No,Medium
S8309,23,Male,Physics,Second,2.83,89.5,20,Yes,No,Very Dissatisfied,No,Master's,No,Medium
S8310,23,Non-binary,Chemistry,First,2.3,69.12,38,Yes,Yes,Satisfied,Yes,Bachelor's,Yes,Medium
S8311,22,Male,Mathematics,First,2.97,97.5,31,No,Yes,Very Dissatisfied,No,High School,No,Low
S8312,22,Non-binary,Chemistry,First,3.17,66.61,7,No,No,Neutral,Yes,Bachelor's,No,Medium
S8313,20,Male,Biology,Second,2.61,92.49,13,No,Yes,Very Satisfied,Yes,Bachelor's,No,Low
S8314,27,Non-binary,Chemistry,First,2.85,90.75,38,Yes,Yes,Very Satisfied,Yes,High School,Yes,High
S8315,27,Male,Biology,First,,50.46,23,Yes,Yes,Very Satisfied,No,Bachelor's,No,Low
S8316,28,Female,Chemistry,First,3.79,70.15,30,Yes,No,Satisfied,Yes,PhD,No,Medium
S8317,29,Female,Economics,Third,3.08,64.03,27,No,Yes,Very Satisfied,Yes,High School,No,Low
S8318,19,Male,Mathematics,Second,4.13,73.98,22,Yes,Yes,Very Dissatisfied,No,High School,Yes,Medium
S8319,24,Female,Economics,Fourth,2.79,73.14,14,Yes,Yes,Very Satisfied,No,Bachelor's,No,High
S8320,18,Male,Computer Science,Third,2.79,95.28,14,Yes,Yes,Neutral,Yes,High School,No,Low
S8321,23,Male,Mathematics,First,3.58,59.18,25,Yes,No,Very Satisfied,Yes,High School,No,High
S8322,23,Female,Chemistry,First,1.74,59.11,11,Yes,No,Satisfied,No,High School,No,Medium
S8323,20,Male,Physics,Fourth,3.39,55.4,16,No,No,Satisfied,Yes,PhD,No,Low
S8324,19,Non-binary,Computer Science,Fourth,,86.93,37,Yes,No,Neutral,No,High School,No,Medium
S8325,29,Male,Physics,Third,3.06,95.89,29,Yes,No,Dissatisfied,No,Bachelor's,Yes,Medium
S8326,19,Male,Economics,First,2.83,68.43,32,Yes,No,Satisfied,No,Master's,No,Medium
S8327,26,Female,Mathematics,Fourth,3.29,53.09,28,Yes,Yes,Dissatisfied,Yes,Bachelor's,No,Medium
S8328,28,Non-binary,Computer Science,Third,2.08,57.8,35,No,No,Neutral,No,PhD,Yes,High
S8329,22,Male,Economics,Fourth,2.63,55.12,22,Yes,No,Very Satisfied,Yes,Master's,Yes,Medium
S8330,24,Male,Chemistry,First,3.98,79.62,27,No,Yes,Dissatisfied,No,Master's,Yes,Medium
S8331,29,Male,Physics,First,3.03,,11,No,No,Neutral,No,Master's,No,Low
S8332,22,Male,Chemistry,First,2.41,,12,No,Yes,Dissatisfied,No,PhD,No,Low
S8333,24,Male,Biology,First,,58.11,19,No,Yes,Dissatisfied,No,High School,No,Low
S8334,21,Male,Computer Science,Second,3.37,96.51,32,No,No,Very Satisfied,Yes,Master's,No,Low
S8335,25,Non-binary,Physics,Second,3.05,,31,No,No,Satisfied,Yes,PhD,Yes,Medium
S8336,28,Non-binary,Mathematics,Second,2.94,,25,Yes,Yes,Dissatisfied,No,High School,No,Medium
S8337,27,Male,Mathematics,Third,2.7,97.45,31,Yes,Yes,Very Dissatisfied,No,PhD,Yes,Medium
S8338,28,Male,Mathematics,Third,2.37,99.32,18,No,Yes,Very Satisfied,Yes,PhD,No,Low
S8339,27,Female,Economics,Fourth,2.06,90.18,25,No,Yes,Very Dissatisfied,No,PhD,Yes,Medium
S8340,24,Non-binary,Mathematics,Fourth,2.58,55.08,18,No,Yes,Very Satisfied,No,High School,No,Medium
S8341,27,Non-binary,Physics,Third,3.66,52.77,10,Yes,Yes,Very Satisfied,Yes,High School,Yes,Medium
S8342,22,Male,Economics,Fourth,2.79,86.99,16,Yes,Yes,Satisfied,No,Bachelor's,Yes,Low
S8343,28,Non-binary,Biology,Third,2.92,94.85,32,No,No,Very Dissatisfied,Yes,Master's,Yes,Medium
S8344,23,Non-binary,Mathematics,Second,2.24,58.3,33,No,Yes,Dissatisfied,Yes,Bachelor's,Yes,High
S8345,22,Female,Mathematics,Third,3.0,97.05,7,Yes,No,Very Satisfied,Yes,PhD,Yes,Low
S8346,24,Female,Economics,Third,2.8,80.51,37,Yes,No,Very Dissatisfied,Yes,High School,No,Medium
S8347,29,Non-binary,Mathematics,Fourth,2.83,,16,No,No,Very Dissatisfied,No,Bachelor's,No,Medium
S8348,19,Non-binary,Biology,Fourth,2.7,58.35,16,No,Yes,Satisfied,Yes,High School,Yes,High
S8349,22,Non-binary,Economics,Third,2.71,53.3,15,No,No,Very Dissatisfied,No,Bachelor's,Yes,Medium
S8350,27,Male,Economics,First,2.88,57.16,32,Yes,Yes,Dissatisfied,Yes,High School,Yes,Medium
S8351,20,Female,Computer Science,Fourth,2.98,86.61,39,Yes,Yes,Very Dissatisfied,Yes,High School,No,Low
S8352,26,Male,Economics,Third,1.87,60.94,38,Yes,No,Satisfied,No,Bachelor's,No,Medium
S8353,23,Female,Mathematics,Fourth,,78.08,26,Yes,Yes,Very Satisfied,No,High School,Yes,Medium
S8354,27,Female,Economics,First,2.74,86.05,27,No,No,Very Dissatisfied,Yes,PhD,No,High
S8355,20,Female,Mathematics,Fourth,3.46,94.76,16,Yes,Yes,Very Dissatisfied,Yes,Master's,No,Low
S8356,24,Non-binary,Mathematics,Third,2.29,79.5,23,No,No,Neutral,Yes,Bachelor's,No,Medium
S8357,21,Female,Economics,Third,3.29,78.49,35,No,No,Dissatisfied,Yes,PhD,No,Medium
S8358,20,Male,Computer Science,First,3.83,95.64,17,No,No,Dissatisfied,No,Bachelor's,No,Low
S8359,25,Female,Mathematics,Third,2.87,64.75,23,No,Yes,Dissatisfied,No,High School,Yes,Low
S8360,21,Male,Computer Science,First,2.78,,26,No,Yes,Very Dissatisfied,Yes,Bachelor's,No,Low
S8361,28,Female,Computer Science,Third,3.27,93.64,34,Yes,Yes,Dissatisfied,Yes,Master's,No,Medium
S8362,18,Female,Economics,Third,3.05,53.73,8,Yes,Yes,Dissatisfied,Yes,Bachelor's,Yes,Medium
S8363,23,Non-binary,Chemistry,Fourth,2.69,59.48,17,No,No,Neutral,No,PhD,Yes,Medium
S8364,27,Male,Chemistry,Fourth,3.14,,24,No,No,Satisfied,Yes,PhD,No,Medium
S8365,28,Female,Mathematics,First,2.66,,10,Yes,No,Satisfied,No,Master's,Yes,Medium
S8366,28,Female,Physics,Fourth,3.69,85.3,16,Yes,No,Very Satisfied,No,Bachelor's,Yes,Medium
S8367,18,Male,Chemistry,Second,2.89,54.59,20,No,No,Neutral,No,Master's,No,Low
S8368,22,Female,Economics,First,,73.86,21,Yes,Yes,Very Dissatisfied,No,Bachelor's,Yes,Low
S8369,24,Non-binary,Economics,Second,3.83,90.43,12,No,Yes,Very Satisfied,No,Master's,No,Low
S8370,23,Male,Chemistry,First,2.91,,37,No,Yes,Dissatisfied,Yes,High School,Yes,Medium
S8371,19,Non-binary,Physics,Second,2.62,81.58,16,Yes,No,Very Satisfied,No,Bachelor's,No,Medium
S8372,28,Male,Biology,Fourth,2.71,61.97,30,No,Yes,Satisfied,Yes,Bachelor's,Yes,High
S8373,21,Male,Mathematics,Fourth,3.0,69.68,23,Yes,No,Very Satisfied,Yes,Master's,Yes,Medium
S8374,28,Male,Biology,Third,2.93,59.04,17,Yes,No,Very Satisfied,Yes,PhD,No,Medium
S8375,19,Female,Biology,Second,2.91,75.45,14,No,No,Neutral,No,Bachelor's,No,Low
S8376,28,Male,Computer Science,Third,3.17,,38,No,No,Dissatisfied,Yes,Master's,Yes,Low
S8377,18,Male,Computer Science,First,3.06,81.56,35,No,Yes,Very Dissatisfied,Yes,PhD,No,Low
S8378,20,Male,Mathematics,Second,2.77,93.8,31,Yes,No,Very Dissatisfied,No,High School,No,Medium
S8379,20,Non-binary,Physics,Third,3.01,53.09,7,No,Yes,Neutral,No,PhD,No,Medium
S8380,29,Male,Computer Science,First,2.66,69.42,9,Yes,Yes,Neutral,Yes,PhD,Yes,Medium
S8381,24,Female,Chemistry,Second,2.76,79.55,9,Yes,No,Very Dissatisfied,Yes,PhD,No,Low
S8382,18,Male,Mathematics,Third,1.83,78.51,11,No,No,Very Satisfied,No,PhD,No,Medium
S8383,26,Male,Economics,Second,2.58,51.09,17,Yes,Yes,Dissatisfied,Yes,Master's,No,Medium
S8384,28,Non-binary,Biology,Second,3.41,59.47,38,No,No,Very Dissatisfied,No,Bachelor's,No,Medium
S8385,23,Female,Mathematics,Third,,92.29,38,No,No,Very Satisfied,No,High School,No,Medium
S8386,21,Female,Economics,Fourth,3.37,75.77,7,Yes,No,Very Satisfied,No,PhD,No,Low
S8387,20,Female,Economics,Fourth,3.21,70.68,14,No,Yes,Satisfied,No,Master's,Yes,High
S8388,20,Male,Computer Science,Third,2.76,95.01,39,No,Yes,Neutral,Yes,PhD,Yes,Medium
S8389,19,Male,Economics,First,2.37,53.75,10,No,No,Very Dissatisfied,Yes,Master's,Yes,Medium
S8390,19,Female,Physics,Third,2.84,96.12,25,No,Yes,Very Dissatisfied,Yes,High School,No,Medium
S8391,29,Female,Economics,Third,1.45,51.39,9,No,Yes,Dissatisfied,Yes,PhD,No,High
S8392,27,Non-binary,Economics,Second,3.57,78.13,7,No,Yes,Very Dissatisfied,Yes,Bachelor's,No,Low
S8393,22,Female,Biology,Fourth,3.1,77.75,24,No,No,Very Satisfied,Yes,Bachelor's,Yes,Medium
S8394,26,Male,Physics,Fourth,3.43,81.95,34,Yes,Yes,Very Satisfied,Yes,PhD,Yes,Low
S8395,19,Male,Mathematics,Fourth,2.74,51.48,16,No,Yes,Dissatisfied,No,PhD,Yes,Low
S8396,19,Male,Physics,Fourth,2.2,76.53,39,No,Yes,Very Satisfied,No,Bachelor's,Yes,Medium
S8397,29,Non-binary,Physics,Third,3.09,55.68,36,Yes,Yes,Very Satisfied,Yes,High School,No,Medium
S8398,23,Female,Mathematics,Second,3.09,57.8,23,No,Yes,Very Dissatisfied,Yes,PhD,No,Low
S8399,27,Male,Biology,Fourth,2.93,60.77,19,No,Yes,Neutral,Yes,PhD,No,Medium
S8400,19,Non-binary,Economics,Fourth,,80.66,14,Yes,No,Very Dissatisfied,Yes,Master's,No,Medium
S8401,29,Non-binary,Physics,Second,2.76,69.5,30,No,Yes,Satisfied,No,PhD,No,High
S8402,21,Male,Physics,Third,3.1,54.27,10,Yes,Yes,Dissatisfied,Yes,PhD,Yes,Low
S8403,23,Non-binary,Mathematics,Third,3.23,64.45,30,No,No,Very Satisfied,No,High School,Yes,High
S8404,22,Non-binary,Chemistry,Third,3.84,53.83,6,Yes,Yes,Very Dissatisfied,No,Master's,No,High
S8405,18,Male,Physics,Fourth,3.38,83.21,36,No,No,Very Dissatisfied,No,High School,Yes,Low
S8406,23,Non-binary,Computer Science,Fourth,2.38,77.87,7,Yes,No,Very Satisfied,Yes,PhD,Yes,Medium
S8407,18,Male,Economics,Fourth,2.81,70.38,23,Yes,Yes,Dissatisfied,Yes,PhD,No,Medium
S8408,20,Male,Economics,Third,2.57,96.38,24,Yes,No,Very Dissatisfied,No,Master's,Yes,High
S8409,27,Non-binary,Biology,Fourth,3.69,75.94,34,No,No,Neutral,No,Master's,No,Low
S8410,22,Male,Physics,First,2.75,94.38,24,Yes,Yes,Very Satisfied,No,High School,Yes,Low
S8411,27,Male,Mathematics,Second,2.87,78.95,38,No,Yes,Dissatisfied,Yes,PhD,No,Medium
S8412,22,Female,Computer Science,First,2.94,68.84,21,Yes,Yes,Satisfied,Yes,PhD,Yes,Low
S8413,27,Male,Mathematics,First,3.2,76.95,27,No,No,Very Satisfied,Yes,High School,No,Low
S8414,23,Female,Physics,Fourth,2.41,57.59,13,Yes,No,Satisfied,Yes,High School,Yes,High
S8415,29,Female,Computer Science,Second,2.99,83.74,31,Yes,No,Very Satisfied,Yes,Master's,No,Medium
S8416,27,Female,Biology,First,3.47,99.11,21,Yes,No,Very Dissatisfied,No,PhD,No,Medium
S8417,25,Female,Biology,Third,2.84,62.37,21,Yes,No,Dissatisfied,Yes,PhD,No,High
S8418,22,Non-binary,Biology,Third,,66.16,6,No,No,Neutral,Yes,High School,Yes,Low
S8419,28,Non-binary,Chemistry,Third,2.56,70.3,19,No,No,Satisfied,Yes,PhD,No,Medium
S8420,18,Male,Mathematics,Third,,74.17,15,Yes,No,Satisfied,Yes,PhD,Yes,Medium
S8421,22,Male,Physics,Second,3.39,85.96,13,Yes,No,Very Satisfied,Yes,Master's,Yes,Medium
S8422,20,Male,Computer Science,Third,3.02,56.83,18,No,Yes,Satisfied,Yes,PhD,Yes,Medium
S8423,21,Non-binary,Economics,Second,2.89,65.12,12,No,No,Very Satisfied,No,Master's,No,High
S8424,25,Female,Economics,Second,2.44,76.93,16,No,Yes,Very Satisfied,No,PhD,Yes,Medium
S8425,24,Non-binary,Mathematics,Second,2.71,,11,Yes,Yes,Satisfied,No,PhD,Yes,Low
S8426,28,Non-binary,Physics,Second,3.92,76.83,7,No,Yes,Satisfied,Yes,PhD,Yes,Medium
S8427,22,Male,Chemistry,Fourth,,71.77,30,Yes,Yes,Very Dissatisfied,No,High School,Yes,Low
S8428,19,Male,Physics,First,3.29,85.57,7,No,No,Very Dissatisfied,Yes,PhD,Yes,Low
S8429,23,Male,Mathematics,Fourth,2.69,,8,Yes,No,Very Dissatisfied,No,PhD,Yes,Medium
S8430,28,Female,Physics,First,,64.14,36,No,Yes,Dissatisfied,Yes,Bachelor's,No,Low
S8431,23,Female,Economics,Fourth,2.86,72.22,18,Yes,Yes,Neutral,Yes,Bachelor's,No,Medium
S8432,27,Non-binary,Economics,Third,2.38,,7,Yes,No,Very Dissatisfied,Yes,Master's,Yes,Medium
S8433,27,Female,Computer Science,Second,2.63,54.12,17,No,No,Very Dissatisfied,Yes,PhD,Yes,Medium
S8434,28,Male,Chemistry,Third,2.74,55.78,12,No,Yes,Very Satisfied,No,Master's,Yes,Medium
S8435,23,Female,Economics,Third,,89.12,6,Yes,No,Neutral,Yes,Bachelor's,No,Low
S8436,26,Female,Computer Science,Third,,63.05,35,No,Yes,Satisfied,No,Master's,No,Medium
S8437,28,Female,Chemistry,Fourth,2.16,98.17,31,Yes,No,Dissatisfied,No,PhD,No,Low
S8438,25,Female,Economics,Third,2.59,98.07,21,Yes,No,Satisfied,No,Bachelor's,No,Medium
S8439,25,Male,Chemistry,Second,2.91,84.3,39,Yes,Yes,Very Satisfied,Yes,PhD,No,High
S8440,18,Male,Physics,Second,3.01,85.84,28,No,Yes,Dissatisfied,Yes,Master's,No,High
S8441,22,Non-binary,Computer Science,First,2.93,82.55,5,No,No,Very Dissatisfied,No,Master's,Yes,Medium
S8442,24,Non-binary,Chemistry,Fourth,3.92,58.87,33,Yes,Yes,Neutral,Yes,High School,No,Low
S8443,23,Non-binary,Chemistry,Second,2.76,75.02,30,Yes,No,Neutral,No,Bachelor's,Yes,Medium
S8444,22,Female,Physics,Second,3.91,89.65,39,Yes,No,Very Dissatisfied,No,Master's,No,Medium
S8445,25,Female,Economics,Fourth,3.48,88.73,28,No,No,Satisfied,No,Bachelor's,Yes,Medium
S8446,20,Male,Economics,Third,2.97,94.94,37,Yes,No,Satisfied,No,High School,Yes,Medium
S8447,23,Non-binary,Mathematics,Second,2.68,95.04,30,Yes,Yes,Very Dissatisfied,Yes,Bachelor's,Yes,Medium
S8448,22,Male,Mathematics,Third,2.67,63.07,30,Yes,No,Very Dissatisfied,Yes,Master's,No,Low
S8449,25,Non-binary,Economics,Second,3.97,86.09,15,Yes,Yes,Neutral,No,Bachelor's,Yes,Low
S8450,21,Non-binary,Biology,First,3.36,82.57,33,No,Yes,Satisfied,No,High School,Yes,Medium
S8451,25,Non-binary,Biology,Third,3.15,94.29,33,Yes,Yes,Dissatisfied,No,Bachelor's,Yes,Low
S8452,27,Female,Chemistry,Second,1.9,59.17,7,Yes,No,Dissatisfied,Yes,Bachelor's,No,High
S8453,19,Non-binary,Economics,Fourth,2.75,86.99,13,Yes,No,Very Satisfied,No,Bachelor's,No,High
S8454,26,Non-binary,Mathematics,Fourth,2.82,,39,Yes,Yes,Very Satisfied,Yes,Bachelor's,No,Medium
S8455,26,Female,Chemistry,Fourth,3.11,69.72,10,No,Yes,Very Satisfied,Yes,Master's,Yes,High
S8456,27,Non-binary,Computer Science,Second,2.93,51.79,13,Yes,Yes,Satisfied,No,PhD,No,Low
S8457,27,Female,Mathematics,Third,2.81,,12,No,Yes,Dissatisfied,Yes,Bachelor's,Yes,Medium
S8458,23,Female,Mathematics,First,3.16,83.79,31,Yes,Yes,Satisfied,Yes,High School,Yes,High
S8459,21,Male,Mathematics,First,3.45,79.54,38,No,Yes,Very Dissatisfied,Yes,Bachelor's,No,Medium
S8460,21,Female,Biology,Second,2.7,62.56,28,Yes,Yes,Neutral,No,High School,No,High
S8461,23,Female,Physics,Second,2.5,82.92,9,No,Yes,Very Satisfied,Yes,PhD,No,Low
S8462,22,Female,Physics,Second,2.72,,14,No,No,Very Dissatisfied,No,High School,No,Medium
S8463,23,Non-binary,Biology,Third,2.52,58.16,24,No,No,Very Dissatisfied,No,PhD,Yes,Low
S8464,24,Male,Economics,Fourth,2.87,99.19,26,No,No,Neutral,No,High School,No,High
S8465,24,Non-binary,Economics,Third,4.0,71.37,16,Yes,No,Dissatisfied,Yes,High School,No,Medium
S8466,26,Female,Biology,Third,2.83,98.91,33,No,No,Dissatisfied,Yes,Master's,No,Medium
S8467,25,Female,Biology,Second,2.45,81.69,35,Yes,No,Very Dissatisfied,No,PhD,No,Medium
S8468,23,Male,Economics,First,2.78,66.21,10,Yes,No,Neutral,No,Bachelor's,Yes,Medium
S8469,29,Male,Physics,Third,,68.72,11,Yes,No,Dissatisfied,No,Bachelor's,Yes,Medium
S8470,23,Female,Chemistry,First,2.86,64.53,37,Yes,No,Very Satisfied,Yes,Master's,No,High
S8471,22,Female,Biology,Second,,66.74,19,Yes,Yes,Satisfied,Yes,Bachelor's,No,Low
S8472,18,Non-binary,Chemistry,Third,2.13,82.33,17,No,No,Neutral,No,Master's,Yes,Medium
S8473,26,Female,Chemistry,Fourth,2.83,50.83,28,Yes,Yes,Very Dissatisfied,Yes,High School,Yes,Low
S8474,26,Non-binary,Computer Science,Fourth,2.28,98.38,34,No,Yes,Satisfied,No,Bachelor's,No,Medium
S8475,26,Male,Physics,Third,3.11,88.43,37,Yes,No,Dissatisfied,No,PhD,No,Medium
S8476,28,Non-binary,Chemistry,Fourth,2.79,97.05,24,Yes,Yes,Dissatisfied,Yes,High School,Yes,Medium
S8477,25,Female,Physics,Third,1.95,85.88,23,No,No,Neutral,No,PhD,Yes,High
S8478,27,Non-binary,Physics,Fourth,3.83,74.05,23,Yes,Yes,Satisfied,No,PhD,No,High
S8479,20,Non-binary,Computer Science,Second,4.07,59.49,28,No,No,Dissatisfied,No,Bachelor's,Yes,High
S8480,18,Male,Economics,Fourth,3.13,,9,Yes,No,Neutral,No,Bachelor's,No,High
S8481,28,Non-binary,Physics,Fourth,3.77,85.58,26,No,No,Satisfied,Yes,Bachelor's,Yes,Low
S8482,29,Female,Chemistry,Second,3.11,92.71,26,Yes,No,Very Dissatisfied,Yes,High School,Yes,Medium
S8483,29,Non-binary,Economics,Second,2.03,66.21,32,No,Yes,Very Dissatisfied,No,PhD,No,Low
S8484,25,Non-binary,Economics,Fourth,2.87,75.52,21,No,No,Dissatisfied,No,Master's,Yes,Medium
S8485,24,Non-binary,Mathematics,First,2.68,,35,No,No,Neutral,Yes,High School,No,Medium
S8486,22,Female,Chemistry,First,2.25,79.43,11,Yes,Yes,Very Satisfied,Yes,Master's,Yes,Low
S8487,27,Non-binary,Chemistry,Third,3.0,52.62,21,No,Yes,Dissatisfied,No,Bachelor's,Yes,High
S8488,24,Female,Physics,Fourth,2.63,74.17,16,Yes,No,Very Satisfied,No,PhD,No,High
S8489,27,Non-binary,Chemistry,Third,3.09,90.45,11,No,No,Satisfied,No,Bachelor's,Yes,Medium
S8490,21,Male,Mathematics,Second,3.37,90.12,33,Yes,No,Neutral,No,Bachelor's,No,Medium
S8491,26,Male,Physics,Fourth,3.85,,12,Yes,No,Dissatisfied,No,Bachelor's,Yes,Medium
S8492,28,Male,Biology,Second,,97.62,8,Yes,Yes,Very Dissatisfied,Yes,High School,No,Medium
S8493,27,Female,Chemistry,Fourth,2.44,91.31,20,Yes,No,Satisfied,Yes,Master's,Yes,Medium
S8494,19,Female,Chemistry,Fourth,2.73,86.87,20,No,No,Satisfied,No,Master's,No,Low
S8495,26,Female,Computer Science,Second,2.79,75.78,26,No,No,Satisfied,No,Master's,No,High
S8496,26,Non-binary,Biology,Fourth,4.15,79.53,15,No,No,Very Satisfied,No,Bachelor's,No,Low
S8497,22,Female,Biology,Fourth,,61.16,15,No,Yes,Very Satisfied,No,High School,No,Medium
S8498,28,Female,Mathematics,Third,3.25,76.62,9,Yes,Yes,Satisfied,Yes,Bachelor's,No,Medium
S8499,18,Female,Biology,Second,3.54,76.3,16,No,No,Dissatisfied,Yes,Master's,Yes,High
S8500,24,Female,Computer Science,First,3.69,60.14,29,Yes,No,Very Satisfied,Yes,PhD,Yes,Medium
S8501,27,Male,Mathematics,First,,97.56,17,No,No,Neutral,No,High School,Yes,Medium
S8502,27,Non-binary,Biology,Fourth,2.83,62.24,30,Yes,Yes,Very Dissatisfied,Yes,PhD,No,Medium
S8503,21,Male,Mathematics,Third,2.75,55.21,15,Yes,No,Dissatisfied,No,High School,No,Medium
S8504,26,Non-binary,Biology,Fourth,2.36,73.35,27,Yes,No,Neutral,No,PhD,Yes,Medium
S8505,23,Non-binary,Biology,Third,3.44,84.3,17,Yes,Yes,Very Satisfied,No,Bachelor's,Yes,High
S8506,20,Male,Economics,Fourth,4.37,59.76,37,Yes,Yes,Very Dissatisfied,Yes,High School,Yes,Medium
S8507,23,Female,Biology,First,3.68,59.14,32,Yes,No,Satisfied,Yes,High School,No,Low
S8508,27,Male,Chemistry,Second,3.01,,8,Yes,Yes,Very Dissatisfied,Yes,High School,Yes,Medium
S8509,23,Non-binary,Biology,Third,2.36,,32,Yes,No,Satisfied,Yes,PhD,No,Low
S8510,22,Non-binary,Chemistry,Fourth,2.72,62.31,38,No,Yes,Neutral,No,Bachelor's,No,Low
S8511,19,Female,Physics,Fourth,3.2,73.53,14,Yes,No,Neutral,No,Bachelor's,No,High
S8512,27,Male,Economics,Third,2.83,50.91,12,No,Yes,Dissatisfied,Yes,High School,No,Low
S8513,27,Non-binary,Computer Science,Third,2.94,54.38,13,No,Yes,Neutral,Yes,Bachelor's,No,Medium
S8514,19,Male,Mathematics,First,3.19,86.47,22,Yes,No,Very Satisfied,Yes,PhD,Yes,Medium
S8515,24,Female,Mathematics,Third,3.11,70.62,6,No,Yes,Very Satisfied,Yes,PhD,No,Low
S8516,19,Female,Physics,Fourth,4.16,68.02,22,No,Yes,Very Dissatisfied,No,High School,No,Medium
S8517,29,Non-binary,Biology,First,4.14,50.52,6,No,Yes,Satisfied,Yes,Master's,No,High
S8518,23,Female,Computer Science,First,2.85,64.91,26,Yes,No,Very Dissatisfied,Yes,Master's,Yes,High
S8519,22,Non-binary,Physics,Second,,91.06,20,No,Yes,Dissatisfied,No,High School,Yes,Medium
S8520,21,Non-binary,Physics,Second,2.3,,36,Yes,No,Dissatisfied,Yes,PhD,No,Low
S8521,24,Female,Mathematics,Second,3.47,98.18,14,Yes,Yes,Very Satisfied,Yes,Master's,Yes,Medium
S8522,25,Female,Chemistry,Third,3.24,69.5,38,No,No,Dissatisfied,No,Master's,No,Low
S8523,21,Male,Chemistry,First,2.55,73.21,20,Yes,Yes,Very Satisfied,No,Master's,Yes,High
S8524,18,Male,Biology,Third,3.58,90.1,38,No,Yes,Satisfied,Yes,High School,Yes,Medium
S8525,18,Non-binary,Biology,First,2.49,99.15,38,Yes,No,Very Dissatisfied,Yes,PhD,No,High
S8526,18,Male,Physics,Fourth,2.93,68.58,17,No,Yes,Dissatisfied,No,Bachelor's,No,Low
S8527,28,Non-binary,Biology,Third,3.07,56.0,16,Yes,No,Satisfied,No,High School,No,High
S8528,18,Female,Chemistry,First,2.16,76.15,19,No,No,Dissatisfied,No,High School,Yes,Low
S8529,22,Female,Computer Science,Second,3.08,79.59,34,No,No,Neutral,Yes,PhD,Yes,High
S8530,21,Male,Mathematics,Second,2.55,97.97,35,Yes,Yes,Dissatisfied,No,PhD,No,Low
S8531,26,Non-binary,Chemistry,Fourth,2.79,,33,No,No,Satisfied,Yes,Bachelor's,Yes,High
S8532,20,Non-binary,Economics,Third,2.95,54.54,38,Yes,No,Dissatisfied,Yes,High School,Yes,Medium
S8533,24,Male,Biology,First,2.15,82.55,36,Yes,No,Neutral,No,High School,Yes,Low
S8534,28,Non-binary,Mathematics,Second,2.75,51.06,27,Yes,Yes,Dissatisfied,Yes,High School,Yes,Medium
S8535,25,Non-binary,Economics,First,2.91,71.27,14,Yes,Yes,Satisfied,No,Master's,No,Medium
S8536,23,Female,Mathematics,Third,2.82,70.48,12,No,Yes,Very Satisfied,No,PhD,No,Low
S8537,29,Non-binary,Physics,Second,2.52,62.74,25,No,No,Satisfied,Yes,High School,No,Medium
S8538,27,Non-binary,Biology,Fourth,2.32,98.22,15,No,No,Very Satisfied,Yes,High School,Yes,Medium
